wordLearning.exposure.itemIdx,wordLearning.exposure.pass,wordLearning.exposure.image,wordLearning.exposure.audio,wordLearning.test.started,wordLearning.test.targetIdx,wordLearning.test.targetImage,wordLearning.test.optionOrder,wordLearning.test.responseIdx,wordLearning.test.correct,wordLearning.test.streakAfter,wordLearning.test.masteredSnapshot,passiveTrial.started,passive.sessionIndex,passive.movie,passive.sound,passiveTrial.stopped,passiveSelfPaceKey.keys,passiveSelfPaceKey.rt,passiveSelfPaceKey.duration,passiveTrials_s1.thisRepN,passiveTrials_s1.thisTrialN,passiveTrials_s1.thisN,passiveTrials_s1.thisIndex,passiveTrials_s1.ran,sessionIndex,passiveMovie,passiveSound,participant,születési dátum (ÉÉÉÉ.HH.NN),date,expName,psychopyVersion,OS,frameRate,comprehensionTrial.started,comprehension.sessionIndex,comprehension.correctPosition,comprehension.response,comprehension.rt,comprehension.correct,comprehension.t_sentenceAudioEnd,comprehension.t_lastChoiceClick,comprehensionTrial.stopped,comprehensionTrials_s1.thisRepN,comprehensionTrials_s1.thisTrialN,comprehensionTrials_s1.thisN,comprehensionTrials_s1.thisIndex,comprehensionTrials_s1.ran,sentence,video_correct,video_incorrect,productionTrial.started,production.sessionIndex,production.video,production.correct_words,production.all_words,production.correct_words_form,production.all_words_form,production.correct,production.t_firstVideoEnd,production.t_lastWordClick,production.response,productionTrial.stopped,productionTrials_s1.thisRepN,productionTrials_s1.thisTrialN,productionTrials_s1.thisN,productionTrials_s1.thisIndex,productionTrials_s1.ran,video,correct_words,all_words,sentence_form,correct_words_form,all_words_form,familiarityTrial.started,familiarity.testName,familiarity.thisN,familiarity.sessionIndex,familiarity.audio,familiarity.previous_encounters,familiarity.playAttemptTime,familiarity.rating,familiarity.playClickCount,familiarity.t_audioEnd,familiarity.t_lastLikertClick,familiarityTrial.stopped,chunkTest_s1.thisRepN,chunkTest_s1.thisTrialN,chunkTest_s1.thisN,chunkTest_s1.thisIndex,chunkTest_s1.ran,audio,previous_encounters,GJTest_s1.thisRepN,GJTest_s1.thisTrialN,GJTest_s1.thisN,GJTest_s1.thisIndex,GJTest_s1.ran,passiveTrials_s2.thisRepN,passiveTrials_s2.thisTrialN,passiveTrials_s2.thisN,passiveTrials_s2.thisIndex,passiveTrials_s2.ran,comprehensionTrials_s2.thisRepN,comprehensionTrials_s2.thisTrialN,comprehensionTrials_s2.thisN,comprehensionTrials_s2.thisIndex,comprehensionTrials_s2.ran,productionTrials_s2.thisRepN,productionTrials_s2.thisTrialN,productionTrials_s2.thisN,productionTrials_s2.thisIndex,productionTrials_s2.ran,chunkTest_s2.thisRepN,chunkTest_s2.thisTrialN,chunkTest_s2.thisN,chunkTest_s2.thisIndex,chunkTest_s2.ran,GJTest_s2.thisRepN,GJTest_s2.thisTrialN,GJTest_s2.thisN,GJTest_s2.thisIndex,GJTest_s2.ran
,,,,,,,,,,,,233.6078,1,SBJ-N3-JUMP-INTR.mp4,SBJ-N3-JUMP-INTR.mp3,238.8876,mouse_continue,5.2802,,0,10,10,10,1,1,SBJ-N3-JUMP-INTR.mp4,SBJ-N3-JUMP-INTR.mp3,153556,2006.09.19,2026-05-09_20h53.02.263,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,238.8891,1,OBJ-N5-SBJ-N2-PUSH-TR.mp4,OBJ-N5-SBJ-N2-PUSH-TR.mp3,244.2356,mouse_continue,5.3468,,0,11,11,11,1,1,OBJ-N5-SBJ-N2-PUSH-TR.mp4,OBJ-N5-SBJ-N2-PUSH-TR.mp3,153556,2006.09.19,2026-05-09_20h53.02.263,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,244.2378,1,OBJ-N5-SBJ-N1-HIDE-TR.mp4,OBJ-N5-SBJ-N1-HIDE-TR.mp3,250.2174,mouse_continue,5.9801,,0,12,12,12,1,1,OBJ-N5-SBJ-N1-HIDE-TR.mp4,OBJ-N5-SBJ-N1-HIDE-TR.mp3,153556,2006.09.19,2026-05-09_20h53.02.263,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,250.2198,1,SBJ-N2-HIDE-INTR.mp4,SBJ-N2-HIDE-INTR.mp3,255.5548,mouse_continue,5.3355,,0,13,13,13,1,1,SBJ-N2-HIDE-INTR.mp4,SBJ-N2-HIDE-INTR.mp3,153556,2006.09.19,2026-05-09_20h53.02.263,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,255.5564,1,OBJ-N5-SBJ-N2-PUSH-TR.mp4,OBJ-N5-SBJ-N2-PUSH-TR.mp3,260.8804,mouse_continue,5.3242,,0,14,14,14,1,1,OBJ-N5-SBJ-N2-PUSH-TR.mp4,OBJ-N5-SBJ-N2-PUSH-TR.mp3,153556,2006.09.19,2026-05-09_20h53.02.263,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,260.8825,1,SBJ-N3-GO-INTR.mp4,SBJ-N3-GO-INTR.mp3,266.5782,mouse_continue,5.6961,,0,15,15,15,1,1,SBJ-N3-GO-INTR.mp4,SBJ-N3-GO-INTR.mp3,153556,2006.09.19,2026-05-09_20h53.02.263,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,266.5807,1,SBJ-N4-REVEAL-INTR.mp4,SBJ-N4-REVEAL-INTR.mp3,271.5827,mouse_continue,5.0029,,0,16,16,16,1,1,SBJ-N4-REVEAL-INTR.mp4,SBJ-N4-REVEAL-INTR.mp3,153556,2006.09.19,2026-05-09_20h53.02.263,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,271.5847,1,OBJ-N5-SBJ-N3-REVEAL-TR.mp4,OBJ-N5-SBJ-N3-REVEAL-TR.mp3,276.8978,mouse_continue,5.3136,,0,17,17,17,1,1,OBJ-N5-SBJ-N3-REVEAL-TR.mp4,OBJ-N5-SBJ-N3-REVEAL-TR.mp3,153556,2006.09.19,2026-05-09_20h53.02.263,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,276.8995,1,SBJ-N5-JUMP-INTR.mp4,SBJ-N5-JUMP-INTR.mp3,282.2231,mouse_continue,5.3238,,0,18,18,18,1,1,SBJ-N5-JUMP-INTR.mp4,SBJ-N5-JUMP-INTR.mp3,153556,2006.09.19,2026-05-09_20h53.02.263,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,282.2254,1,SBJ-N3-GO-INTR.mp4,SBJ-N3-GO-INTR.mp3,287.7379,mouse_continue,5.5129,,0,19,19,19,1,1,SBJ-N3-GO-INTR.mp4,SBJ-N3-GO-INTR.mp3,153556,2006.09.19,2026-05-09_20h53.02.263,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,287.7399,1,OBJ-N5-SBJ-N3-REVEAL-TR.mp4,OBJ-N5-SBJ-N3-REVEAL-TR.mp3,293.126,mouse_continue,5.3863,,0,20,20,20,1,1,OBJ-N5-SBJ-N3-REVEAL-TR.mp4,OBJ-N5-SBJ-N3-REVEAL-TR.mp3,153556,2006.09.19,2026-05-09_20h53.02.263,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,293.1278,1,OBJ-N5-SBJ-N1-REVEAL-TR.mp4,OBJ-N5-SBJ-N1-REVEAL-TR.mp3,298.6344,mouse_continue,5.5068,,0,21,21,21,1,1,OBJ-N5-SBJ-N1-REVEAL-TR.mp4,OBJ-N5-SBJ-N1-REVEAL-TR.mp3,153556,2006.09.19,2026-05-09_20h53.02.263,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,298.6371,1,OBJ-N5-SBJ-N2-PUSH-TR-LOC-N4.mp4,OBJ-N5-SBJ-N2-PUSH-TR-LOC-N4.mp3,304.166,mouse_continue,5.5296,,0,22,22,22,1,1,OBJ-N5-SBJ-N2-PUSH-TR-LOC-N4.mp4,OBJ-N5-SBJ-N2-PUSH-TR-LOC-N4.mp3,153556,2006.09.19,2026-05-09_20h53.02.263,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,304.1683,1,SBJ-N4-REVEAL-INTR-LOC-N5.mp4,SBJ-N4-REVEAL-INTR-LOC-N5.mp3,310.2635,mouse_continue,6.0956,,0,23,23,23,1,1,SBJ-N4-REVEAL-INTR-LOC-N5.mp4,SBJ-N4-REVEAL-INTR-LOC-N5.mp3,153556,2006.09.19,2026-05-09_20h53.02.263,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,310.2657,1,OBJ-N5-SBJ-N1-HIDE-TR-LOC-N2.mp4,OBJ-N5-SBJ-N1-HIDE-TR-LOC-N2.mp3,323.599,mouse_continue,13.3337,,0,24,24,24,1,1,OBJ-N5-SBJ-N1-HIDE-TR-LOC-N2.mp4,OBJ-N5-SBJ-N1-HIDE-TR-LOC-N2.mp3,153556,2006.09.19,2026-05-09_20h53.02.263,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,323.6008,1,SBJ-N2-REVEAL-INTR-LOC-N5.mp4,SBJ-N2-REVEAL-INTR-LOC-N5.mp3,329.1803,mouse_continue,5.5802,,0,25,25,25,1,1,SBJ-N2-REVEAL-INTR-LOC-N5.mp4,SBJ-N2-REVEAL-INTR-LOC-N5.mp3,153556,2006.09.19,2026-05-09_20h53.02.263,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,329.1819,1,OBJ-N5-SBJ-N1-PUSH-TR-LOC-N2.mp4,OBJ-N5-SBJ-N1-PUSH-TR-LOC-N2.mp3,336.0219,mouse_continue,6.8401,,0,26,26,26,1,1,OBJ-N5-SBJ-N1-PUSH-TR-LOC-N2.mp4,OBJ-N5-SBJ-N1-PUSH-TR-LOC-N2.mp3,153556,2006.09.19,2026-05-09_20h53.02.263,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,336.0242,1,SBJ-N3-REVEAL-INTR-LOC-N4.mp4,SBJ-N3-REVEAL-INTR-LOC-N4.mp3,346.9012,mouse_continue,10.8773,,0,27,27,27,1,1,SBJ-N3-REVEAL-INTR-LOC-N4.mp4,SBJ-N3-REVEAL-INTR-LOC-N4.mp3,153556,2006.09.19,2026-05-09_20h53.02.263,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,346.9037,1,OBJ-N5-SBJ-N4-HIDE-TR-LOC-N3.mp4,OBJ-N5-SBJ-N4-HIDE-TR-LOC-N3.mp3,353.5328,mouse_continue,6.6294,,0,28,28,28,1,1,OBJ-N5-SBJ-N4-HIDE-TR-LOC-N3.mp4,OBJ-N5-SBJ-N4-HIDE-TR-LOC-N3.mp3,153556,2006.09.19,2026-05-09_20h53.02.263,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,353.5352,1,OBJ-N5-SBJ-N3-REVEAL-TR-LOC-N4.mp4,OBJ-N5-SBJ-N3-REVEAL-TR-LOC-N4.mp3,360.2195,mouse_continue,6.6848,,0,29,29,29,1,1,OBJ-N5-SBJ-N3-REVEAL-TR-LOC-N4.mp4,OBJ-N5-SBJ-N3-REVEAL-TR-LOC-N4.mp3,153556,2006.09.19,2026-05-09_20h53.02.263,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,360.2211,1,OBJ-N5-SBJ-N2-PUSH-TR-LOC-N4.mp4,OBJ-N5-SBJ-N2-PUSH-TR-LOC-N4.mp3,365.7781,mouse_continue,5.5572,,0,30,30,30,1,1,OBJ-N5-SBJ-N2-PUSH-TR-LOC-N4.mp4,OBJ-N5-SBJ-N2-PUSH-TR-LOC-N4.mp3,153556,2006.09.19,2026-05-09_20h53.02.263,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,365.7804,1,OBJ-N5-SBJ-N1-REVEAL-TR.mp4,OBJ-N5-SBJ-N1-REVEAL-TR.mp3,371.2658,mouse_continue,5.4859,,0,31,31,31,1,1,OBJ-N5-SBJ-N1-REVEAL-TR.mp4,OBJ-N5-SBJ-N1-REVEAL-TR.mp3,153556,2006.09.19,2026-05-09_20h53.02.263,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,371.2676,1,OBJ-N5-SBJ-N4-HIDE-TR-LOC-N2.mp4,OBJ-N5-SBJ-N4-HIDE-TR-LOC-N2.mp3,377.9909,mouse_continue,6.7237,,0,32,32,32,1,1,OBJ-N5-SBJ-N4-HIDE-TR-LOC-N2.mp4,OBJ-N5-SBJ-N4-HIDE-TR-LOC-N2.mp3,153556,2006.09.19,2026-05-09_20h53.02.263,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,377.9936,1,SBJ-N5-JUMP-INTR.mp4,SBJ-N5-JUMP-INTR.mp3,383.322,mouse_continue,5.3291,,0,33,33,33,1,1,SBJ-N5-JUMP-INTR.mp4,SBJ-N5-JUMP-INTR.mp3,153556,2006.09.19,2026-05-09_20h53.02.263,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,383.3242,1,Aa-SBJ-N5-HIDE-INTR.mp4,Aa-SBJ-N5-HIDE-INTR.mp3,388.7271,mouse_continue,5.4034,,0,34,34,34,1,1,Aa-SBJ-N5-HIDE-INTR.mp4,Aa-SBJ-N5-HIDE-INTR.mp3,153556,2006.09.19,2026-05-09_20h53.02.263,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,388.7292,1,SBJ-N5-GO-INTR-LOC-N3.mp4,SBJ-N5-GO-INTR-LOC-N3.mp3,394.1254,mouse_continue,5.3967,,0,35,35,35,1,1,SBJ-N5-GO-INTR-LOC-N3.mp4,SBJ-N5-GO-INTR-LOC-N3.mp3,153556,2006.09.19,2026-05-09_20h53.02.263,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
